Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?,Country,Continent,Department 1,Department 2,Level
Faculty of Arts & Social Sci,Hanyang University,ISS1102,International Organizations,3,,,,PS3251,International & Regional Orgs,4,,,,Y,South Korea,Asia,PS,,3
School of Computing,Hanyang University,CSE1002,Introduction to computer science,3,,,,CS1010J,Programming Methodology,4,,,,Y,South Korea,Asia,CS,,1
Faculty of Engineering,Hanyang University,ISS1087,Korean Beauty and Make-Up,1,,,,EX1031,Exchange UEM,1,,,,,South Korea,Asia,EX,,1
Faculty of Arts & Social Sci,Hanyang University,ISS1081,Korean Language 1 (Beginning),1,,,,LAK1201,Korean 1,4,,,,Y,South Korea,Asia,LAK,,1
Faculty of Engineering,Hanyang University,INE2024,Manufacturing System,3,,,,IE3114,Department Exchange Module,4,,,,Y,South Korea,Asia,IE,,3
School of Design & Environment,Hanyang University,EME2009,Material and Design,3,,,,PF2504,Materials Technology,4,,,,N,South Korea,Asia,PF,,2
Faculty of Engineering,Hanyang University,ISS1125,Microprocessor and IoT,3,,,,EX2030,Exchange UEM,2,,,,Y,South Korea,Asia,EX,,2
Faculty of Science,Hanyang University,ISS1078,Mind-Body Health,3,,,,PR1991,Exchange Enrichment Level 1000,4,,,,Y,South Korea,Asia,PR,,1
Faculty of Engineering,Hanyang University,DIS2015,Negotiation and Dispute Resolution,3,,,,EX3886,Exchange UEM,4,,,,N,South Korea,Asia,EX,,3
Faculty of Arts & Social Sci,Hanyang University,PSD4025,North Korean Politics and Society,3,,,,PS3741,Department Exchange Module,4,,,,Y,South Korea,Asia,PS,,3
School of Design & Environment,Hanyang University,BUS2013,Operations Management,3,,,,PF3206,,4,,,,N,South Korea,Asia,PF,,3
Faculty of Engineering,Hanyang University,TBA,Operations Research and Bilevel Programming,3,,,,IE2110,Operations Research I,4,,,,Y,South Korea,Asia,IE,,2
Faculty of Science,Hanyang University,ISS1096,Principles of Nutrition,3,,,,FST1991,Exchange Enrichment Level 1000,4,,,,Y,South Korea,Asia,FST,,1
Faculty of Science,Hanyang University,ISS1096,Principles of Nutrition,3,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,South Korea,Asia,LSM,,2
Faculty of Engineering,Hanyang University,ISS1013,Project Management,4,,,,IE4240,Project Management,4,,,,Y,South Korea,Asia,IE,,4
Faculty of Engineering,Hanyang University,TOU3040,Psychology of Leisure and Tourism,3,,,,EX3885,Exchange UEM,4,,,,N,South Korea,Asia,EX,,3
Faculty of Science,Hanyang University,ISS1130,Stem Cell and Regenerative Medicine,3,,,,PR1991,Exchange Enrichment Level 1000,4,,,,Y,South Korea,Asia,PR,,1
Faculty of Science,Hanyang University,ISS1130,Stem Cell and Regenerative Medicine,3,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,South Korea,Asia,LSM,,2
School of Design & Environment,Hanyang University,ARE122,Sustainable Building Construction,3,,,,PF3302,,4,,,,N,South Korea,Asia,PF,,3
School of Design & Environment,Hanyang University,ARE1022,Sustainable Building Construction,3,,,,PF4305,Green Development,4,,,,N,South Korea,Asia,PF,,4
School of Design & Environment,Hanyang University,APA2067,Urban Environment and Universal Design,2,,,,PF3301,Maintainability of Facilities,4,,,,N,South Korea,Asia,PF,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1CCO009,ACCOUNTING 2,3,GEM1ELM169,INTRODUCTION TO PRIVATE EQUITY,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,FINANCE220097A,BASIC CORPORATE FINANCE,3,,,,FIN3701,Corporate Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,BIZ-DO-ZXY1406,BUSINESS & GEOPOLITICS,7,,,,MNO3761X,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM156,CHANGE THE BEHAVIOR OF YOUR ORGANIZATION TO SECURE YOUR TRANSFORMATION/LEADING CHANGE: WINNING HEART,3,GEM1ELM165,PERFORMING IN ORGANIZATIONS,3,MNO3761X,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1DEF009,COMPANY LAW,3,GEM1ELM196,"DIGITIZATION, BUSINESS & LAW",3,BSP1004,Legal Environment Of Business,4,,,,Y,France,Europe,BSP,,1
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,210716A210716A,Consumer Behaviour,3,,,,MKT3702,Consumer Behaviour,4,,,,Y,France,Europe,MKT,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM228,CONSUMER DECISION MAKING,3,GEM1ELM229,CONSUMPTION & INFLUENCE,3,MKT3702,Consumer Behaviour,4,,,,Y,France,Europe,MKT,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM228,CONSUMER DECISION MAKING,3,,,,MKT3702,Consumer Behaviour,4,,,,Y,France,Europe,MKT,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1DEF002,CONTRACT AND TORT LAWS & COMPANY LAW,4,,,,BSP1004,Legal Environment Of Business,4,,,,Y,France,Europe,BSP,,1
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1FIN1,Corporate Finance,6,,,,FIN2704X,Finance,4,,,,Y,France,Europe,FIN,,2
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1FIN1,Corporate Finance,6,,,,FIN2704,Finance,4,,,,Y,France,Europe,FIN,,2
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1FIN001,CORPORATE FINANCE,6,,,,FIN3701,Corporate Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM205,CREDIT RATING,3,GEM1ELM154,FROM EMERGING MARKETS TO THE EUROZONE,3,FIN3761Z,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM205,Credit Rating,3,GEM2CCO00,Accounting,3,FIN3761Y,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GECCELM025,CREDIT RATING,3,GECCELM122,DIGITIZATION AND INNOVATION IN FINANCE,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM2,Credit Rating,3,GEM1ELM0,Export And Finance,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM205,CREDIT RATING,3,GEL3ELC097,MONETARY AND BANKING ECONOMY,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM205,CREDIT RATING,3,GEM1CCO009,ACCOUNTING 2,3,FIN3761Y,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM205,CREDIT RATING,3,GEM1ELM059,EXPORT AND PROJECT FINANCE,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1COM054,DEVELOPING CONSULTANCY SKILS,3,GEM1COM057,LEADING HIGH PERFORMANCE TEAMS,3,MNO3761X,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEL3ENT,Entrepreneurship And Innovation/Innovation And Entrepreneurship,3,GEM1ELM,Responsible Investing,3,MNO4861C,SILHCM:Corp Entr&Busi Mod Eval,4,,,,Y,France,Europe,MNO,,4
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEL3ENT004,Entrepreneurship And Innovation/Innovation And Entrepreneurship,3,GEL3ENT001,Foundations of Entrepreneurship,3,MNO4861C,SILHCM:Corp Entr&Busi Mod Eval,4,,,,Y,France,Europe,MNO,,4
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEL3ENT004,Entrepreneurship And Innovation/Innovation And Entrepreneurship,3,GEM1ELM,Responsible Investing,3,MNO4861C,SILHCM:Corp Entr&Busi Mod Eval,4,,,,Y,France,Europe,MNO,,4
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,322511A322511A,Ethics and Regulation in the Investment Industry,3,,,,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM257,ETHICS AND SUSTAINABILITY,3,GEMELM265,GLOBAL LEADERSHIP,3,MNO2705,Lead.&Deci Making under Uncert,4,,,,Y,France,Europe,MNO,,2
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM257,ETHICS AND SUSTAINABILITY,3,GEMELM265,GLOBAL LEADERSHIP,3,MNO3761Z,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM059,EXPORT AND PROJECT FINANCE,3,GEM1ELM140,INTERNATIONAL BANKING,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM059,EXPORT AND PROJECT FINANCE,3,GEM1ELM152,EMPIRICAL ASSET AND PORTFOLIO MANAGEMENT,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,BIZ-DO-ZXY1419,FASHION MANAGEMENT,7,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM159,FINANCIAL ANALYSIS AND EVALUATION I,3,GEM1ELM160,FINANCIAL ANALYSIS AND EVALUATION II,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,224010A224010A,Financial Statement Analysis,3,,,,FIN3720,Financial Statement Analysis,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM154,"FROM EMERGING MARKETS TO THE EUROZONE: RISKS, REWARDS, RESTRUCTURING",3,GEM1ELM18,INTRODUCTION TO COMMERCIAL REAL ESTATE,3,FIN3761Y,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,FINANCE321010A,FUTURES AND OPTIONS,3,,,,FIN3712,Options and Futures,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,321010A321010A,Futures and Options,3,,,,FIN3712,Options and Futures,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM143,GLOBAL HUMAN RESOURCES MANAGEMENT,3,GEM1ELM156,CHANGE THE BEHAVIOR OF YOUR ORGANISATION TO SECURE YOUR TRANSFORMATION/LEADING CHANGE: WINNING HEART,3,MNO3761Y,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,BIZ-DO-ZXY1398,INCLUSIVE AND SOCIAL BUSINESS,7,,,,MNO3761X,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM140,INTERNATIONAL BANKING,3,GEM1ELM011,STRATEGY CONSULTING AND PRIVATE EQUITY IN THE MIDDLE-EAST AND NORTH AFRICA,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM140,INTERNATIONAL BANKING,3,GEM1ELM18,INTRODUCTION TO COMMERCIAL REAL ESTATE,3,FIN3761Y,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,PU006,International Finance,7,,,,FIN3711,International Financial Mgt,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM140,International Finance,3,GEM1ELM059,Export And Finance,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,FINANCE305107A,INTERNATIONAL FINANCIAL MANAGEMENT,3,,,,FIN3711,International Financial Mgt,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,305107A305107A,International Financial Management,3,,,,FIN3711,International Financial Mgt,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,300604A300604A,International Management,3,,,,BSP3701,Strategic Management,4,,,,Y,France,Europe,BSP,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM271,INTRODUCTION TO A NEW ASSET CLASS: REAL ASSETS,3,GEM1ELM231,INSIDE VENTURE CAPITAL,3,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEMELM169,Introduction To Private Equity,3,GEMELM011,Strategy consulting and private equity in the Middle-East and North Africa,3,FIN3761Y,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM169,INTRODUCTION TO PRIVATE EQUITY,3,GEMELM011,STRATEGY CONSULTING AND PRIVATE EQUITY IN THE MIDDLE-EAST AND NORTH AFRICA,3,FIN3761Y,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,FINANCE220115A,INVESTMENT,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,PU5,Investment Banking & International Corporate Finance,7.5,,,,FIN3761X,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,BIZ-DO-ZXY1403,LUXURY MANAGEMENT,7,,,,MNO3761X,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,300617A300617A,Managing Across Borders,3,,,,BSP3701,Strategic Management,4,,,,Y,France,Europe,BSP,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM274,Marco Economics for Business,3,,,,BSP2701,Global Economy,2,,,,Y,France,Europe,BSP,,2
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1MKG008,MARKETING,6,,,,MKT1705X,Principles of Marketing,4,,,,Y,France,Europe,MKT,,1
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1MKG008,MARKETING,6,,,,MKT1705,Principles of Marketing,4,,,,Y,France,Europe,MKT,,1
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1MKG008,Marketing,6,,,,MKT3701,Marketing Strategy: Analysis a,4,,,,Y,France,Europe,MKT,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEL3MKG004,"MARKETS, CONSUMPTION AND INFLUENCE",5,,,,MKT3702,Consumer Behaviour,4,,,,Y,France,Europe,MKT,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM230,MERGERS & ACQUISITIONS: FINANCIAL ANALYSIS,3,GEM1ELM244,INVESTMENT BANKING ELECTIVE,3,FIN3761Z,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1MAC001,Method Of Cost Analysis,4,,,,FIN3761Y,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1COM908,NEGOTIATION AND CREATING AGREEMENT,3,GEM1COM927,EXECUTIVE DECISION MAKING,3,MNO3761Z,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1STR001,Operations And Supply Chain Management,5,,,,DAO2703,Operations and Technology Mana,4,,,,Y,France,Europe,DAO,,2
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1MSC004,OPERATIONS AND SUPPLY CHAIN MANAGEMENT,6,,,,DOS3701,Supply Chain Management,4,,,,Y,France,Europe,DOS,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1MSC004,Operations and Supply Chain Management,6,,,,DAO2703,Operations and Technology Mana,4,,,,Y,France,Europe,DAO,,2
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GOL250009A,OPERATIONS MANAGEMENT,3,,,,DAO2703,Operations and Technology Mana,4,,,,Y,France,Europe,DAO,,2
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,240104A240104A,Organizational Behavior,3,,,,MNO3703,Leading in the 21st Century,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,FINA320307A,PORTFOLIO MANAGEMENT,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,FIN320307A,Portfolio Management,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEL3MKG003,Psychology Of Decision-Making,5,,,,MKT3702,Consumer Behaviour,4,,,,Y,France,Europe,MKT,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1COM059,RELATIONAL LEADERSHIP,3,GEM1ELM156,CHANGE THE BEHAVIOR OF YOUR ORGANIZATION TO SECURE YOUR TRANSFORMATION/LEADING CHANGE: WIN,3,MNO3761Y,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM15,Responsible Investing,3,GEM1ELM10,"Strategies, Policies And (Geo) Politics: Introduction To Futures Analysis",3,FIN3120,Topics in Finance (TIF),4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM155,RESPONSIBLE INVESTING,3,GEM1ELM10,"STRATEGIES, POLICIES AND (GEO)POLITICS: INTRODUCTION TO FUTURES ANALYSIS (3 ECT",3,FIN3120,Topics in Finance (TIF),4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1ELM155,RESPONSIBLE INVESTING,3,GEM1ELM011,STRATEGY CONSULTING AND PRIVATE EQUITY IN THE MIDDLE-EAST AND NORTH AFRICA,3,FIN3761Z,Topics in Finance,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,320210A320210A,Risk Management,3,,,,FIN3714,Financial Risk Management,4,,,,Y,France,Europe,FIN,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,BIZ-DO-ZXY1371,SPORTS AND ENTERTAINMENT MANAGEMENT,7,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,France,Europe,MNO,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,343014A343014A,Strategic Management in Organisations,3,,,,BSP3701,Strategic Management,4,,,,Y,France,Europe,BSP,,3
NUS Business School,Hautes Etudes Commerciales (HEC) Paris,GEM1MKG009,STRATEGIC MARKETING,3,GEM1MKG010,MARKETING SCIENCE,3,MKT3761X,Topics in Marketing,4,,,,Y,France,Europe,MKT,,3
